12/13 assists,12/13 games,12/13 goals,12/13 minutes,13/14 assists,13/14 games,13/14 goals,13/14 minutes,14/15 assists,14/15 games,14/15 goals,14/15 minutes,15/16 assists,15/16 games,15/16 goals,15/16 minutes,16/17 assists,16/17 games,16/17 goals,16/17 minutes,17/18 assists,17/18 games,17/18 goals,17/18 minutes,age,current club,current league,foot,height,name,nationality,position
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,19,AE Larisa,Super League,,,Konstantinos Makris,Greece,W
4.0,27.0,5.0,1552.0,0.0,8.0,4.0,645.0,0.0,22.0,4.0,1185.0,2.0,33.0,5.0,2516.0,3.0,30.0,9.0,2627.0,2.0,31.0,7.0,2403.0,30,AE Larisa,Super League,right,185.0,Thomas Nazlidis,Greece,CF
3.0,28.0,5.0,2508.0,4.0,26.0,7.0,1890.0,0.0,2.0,0.0,153.0,1.0,22.0,3.0,1105.0,0.0,24.0,8.0,1832.0,2.0,30.0,8.0,2208.0,28,AE Larisa,Super League,right,179.0,Sandi Krizman,Croatia,CF
5.0,30.0,11.0,2454.0,1.0,24.0,4.0,1527.0,8.0,31.0,6.0,2135.0,1.0,19.0,5.0,810.0,3.0,25.0,4.0,1929.0,6.0,29.0,2.0,977.0,34,AE Larisa,Super League,right,191.0,Emanuel Perrone,Argentina  Italy,CF
7.0,32.0,7.0,2684.0,3.0,40.0,3.0,2184.0,0.0,0.0,0.0,0.0,6.0,41.0,4.0,2671.0,0.0,12.0,2.0,457.0,1.0,20.0,1.0,775.0,29,Platanias Chania,Super League,right,179.0,Filip Kasalica,Montenegro  Serbia,W
,,,,,,,,,,,,,,,,0.0,2.0,0.0,99.0,0.0,13.0,1.0,525.0,19,Platanias Chania,Super League,right,182.0,Giannis Papanikolaou,Greece,W
,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,20,Platanias Chania,Super League,left,186.0,Gurjinder Singh,Greece,W
0.0,6.0,1.0,87.0,0.0,22.0,3.0,608.0,1.0,29.0,5.0,1831.0,0.0,9.0,0.0,563.0,1.0,31.0,1.0,1490.0,2.0,25.0,5.0,2210.0,25,Platanias Chania,Super League,right,180.0,Clarck N'Sikulu,DR Congo  France,CF
3.0,33.0,6.0,2523.0,8.0,41.0,12.0,3266.0,1.0,31.0,15.0,2019.0,5.0,36.0,6.0,2908.0,5.0,30.0,3.0,1759.0,0.0,5.0,0.0,296.0,31,Platanias Chania,Super League,both,172.0,Shikoze Udoji,Bulgaria  Nigeria,CF
0.0,27.0,5.0,1699.0,4.0,29.0,12.0,2238.0,2.0,25.0,4.0,1713.0,0.0,5.0,0.0,61.0,1.0,25.0,9.0,1629.0,0.0,14.0,3.0,884.0,32,Platanias Chania,Super League,left,191.0,Antonis Petropoulos,Greece,CF
1.0,17.0,1.0,1012.0,7.0,39.0,7.0,2545.0,1.0,30.0,4.0,1397.0,5.0,35.0,6.0,1909.0,4.0,33.0,6.0,1756.0,0.0,17.0,1.0,772.0,30,Platanias Chania,Super League,right,186.0,Piotr Grzelczak,Poland,CF
2.0,18.0,3.0,797.0,,,,,6.0,34.0,3.0,2581.0,4.0,30.0,9.0,2228.0,9.0,33.0,2.0,2496.0,0.0,23.0,3.0,1803.0,24,PAS Lamia 1964,Super League,both,164.0,Wanderson,Brazil,W
0.0,4.0,1.0,326.0,1.0,22.0,1.0,1196.0,1.0,11.0,2.0,632.0,1.0,29.0,2.0,1851.0,0.0,19.0,0.0,688.0,1.0,17.0,2.0,808.0,25,PAS Lamia 1964,Super League,left,183.0,Nikolaos Tsoukalos,Greece,W
0.0,1.0,0.0,120.0,2.0,28.0,15.0,2388.0,0.0,27.0,5.0,1539.0,0.0,31.0,9.0,2081.0,1.0,33.0,13.0,2536.0,0.0,10.0,0.0,337.0,27,PAS Lamia 1964,Super League,right,179.0,Michalis Frangos,Greece,W
1.0,27.0,8.0,1277.0,1.0,20.0,1.0,849.0,0.0,2.0,0.0,96.0,1.0,31.0,3.0,1269.0,3.0,21.0,4.0,1659.0,0.0,24.0,1.0,1631.0,27,PAS Lamia 1964,Super League,right,185.0,Evgen Budnik,Ukraine,CF
0.0,1.0,0.0,16.0,0.0,18.0,3.0,1613.0,0.0,14.0,1.0,826.0,3.0,32.0,8.0,2081.0,2.0,25.0,4.0,1087.0,1.0,9.0,1.0,490.0,26,PAS Lamia 1964,Super League,right,193.0,Nikola Asceric,Serbia,CF
,,,,,,,,,,,,,,,,0.0,5.0,0.0,78.0,0.0,2.0,0.0,28.0,19,PAS Lamia 1964,Super League,,,Vangelis Patsarouchas,Greece,CF
,,,,,,,,1.0,20.0,1.0,1005.0,1.0,29.0,8.0,2335.0,1.0,30.0,8.0,2056.0,2.0,28.0,8.0,2069.0,25,APO Levadiakos,Super League,both,179.0,Petros Giakoumakis,Greece,W
0.0,1.0,0.0,34.0,0.0,2.0,0.0,210.0,4.0,30.0,6.0,2286.0,1.0,19.0,1.0,1134.0,0.0,11.0,1.0,630.0,2.0,23.0,2.0,1980.0,29,APO Levadiakos,Super League,left,168.0,Mohamed Youssouf,Comoros  France,W
1.0,30.0,6.0,2040.0,0.0,18.0,0.0,1174.0,0.0,29.0,3.0,1907.0,1.0,5.0,0.0,154.0,0.0,5.0,0.0,198.0,3.0,19.0,2.0,1114.0,31,APO Levadiakos,Super League,left,180.0,Chahir Belghazouani,Morocco  France,W
,,,,0.0,27.0,0.0,1021.0,2.0,21.0,3.0,1281.0,0.0,2.0,0.0,32.0,0.0,16.0,1.0,422.0,0.0,4.0,0.0,73.0,25,APO Levadiakos,Super League,right,171.0,Souleymane Sawadogo,Burkina Faso  Cote d'Ivoire,W
0.0,30.0,9.0,1849.0,0.0,9.0,1.0,384.0,2.0,34.0,6.0,2219.0,2.0,30.0,8.0,2521.0,2.0,28.0,8.0,1851.0,2.0,22.0,4.0,1428.0,31,APO Levadiakos,Super League,both,191.0,Marko Markovski,Serbia,CF
,,,,,,,,,,,,,,,,,,,,1.0,8.0,0.0,218.0,18,APO Levadiakos,Super League,both,186.0,Fotis Ioannidis,Greece,CF
0.0,1.0,0.0,90.0,15.0,41.0,15.0,2838.0,11.0,51.0,39.0,4098.0,27.0,49.0,31.0,4434.0,27.0,45.0,20.0,3972.0,19.0,30.0,29.0,2697.0,26,Paris Saint-Germain,Ligue 1,both,175.0,Neymar,Brazil,W
7.0,39.0,13.0,2762.0,10.0,38.0,6.0,3101.0,2.0,19.0,2.0,1068.0,8.0,35.0,9.0,2584.0,5.0,39.0,10.0,2721.0,9.0,38.0,4.0,2105.0,24,Paris Saint-Germain,Ligue 1,right,187.0,Julian Draxler,Germany,W
,,,,,,,,1.0,1.0,0.0,30.0,2.0,14.0,1.0,496.0,14.0,44.0,26.0,2663.0,15.0,36.0,17.0,2753.0,19,Paris Saint-Germain,Ligue 1,right,178.0,Kylian Mbappé,France  Cameroon,W
18.0,52.0,9.0,3191.0,26.0,52.0,11.0,3758.0,12.0,33.0,4.0,2017.0,25.0,47.0,15.0,3402.0,15.0,43.0,14.0,3091.0,15.0,35.0,17.0,2321.0,30,Paris Saint-Germain,Ligue 1,left,180.0,Ángel Di María,Argentina  Italy,W
4.0,43.0,38.0,3653.0,6.0,43.0,25.0,3418.0,2.0,53.0,31.0,4151.0,7.0,52.0,25.0,3629.0,6.0,50.0,49.0,4138.0,8.0,38.0,33.0,3170.0,31,Paris Saint-Germain,Ligue 1,right,184.0,Edinson Cavani,Uruguay  Italy,CF
,,,,1.0,9.0,0.0,190.0,5.0,26.0,1.0,836.0,5.0,34.0,5.0,2191.0,17.0,55.0,14.0,4209.0,8.0,28.0,3.0,2073.0,22,AS Monaco,Ligue 1,left,170.0,Thomas Lemar,France  Guadeloupe,W
0.0,17.0,11.0,1446.0,9.0,39.0,11.0,2436.0,4.0,29.0,4.0,1170.0,8.0,39.0,5.0,2311.0,6.0,34.0,16.0,2075.0,12.0,31.0,8.0,1895.0,23,AS Monaco,Ligue 1,both,184.0,Keita Baldé,Senegal  Spain,W
,,,,0.0,21.0,2.0,472.0,0.0,8.0,1.0,237.0,2.0,18.0,2.0,877.0,3.0,16.0,8.0,783.0,0.0,5.0,0.0,87.0,22,AS Monaco,Ligue 1,left,172.0,Gabriel Boschilia,Brazil  Italy,W
10.0,23.0,5.0,1866.0,9.0,28.0,11.0,2220.0,3.0,27.0,3.0,1609.0,1.0,18.0,3.0,915.0,5.0,29.0,6.0,2218.0,12.0,40.0,11.0,2487.0,22,AS Monaco,Ligue 1,left,174.0,Rony Lopes,Portugal  Brazil,W
1.0,20.0,1.0,1045.0,0.0,0.0,0.0,0.0,3.0,23.0,0.0,864.0,9.0,38.0,10.0,2082.0,7.0,38.0,3.0,1898.0,4.0,29.0,2.0,1213.0,25,AS Monaco,Ligue 1,left,182.0,Rachid Ghezzal,Algeria  France,W
,,,,,,,,,,,,0.0,1.0,0.0,57.0,3.0,11.0,8.0,579.0,1.0,5.0,4.0,393.0,18,AS Monaco,Ligue 1,right,183.0,Jordi Mboula,Spain  Congo,W
3.0,41.0,34.0,3528.0,1.0,19.0,11.0,1499.0,5.0,33.0,6.0,1686.0,0.0,12.0,1.0,363.0,6.0,43.0,30.0,2965.0,2.0,29.0,23.0,2347.0,32,AS Monaco,Ligue 1,right,177.0,Falcao,Colombia,CF
5.0,34.0,13.0,2750.0,2.0,18.0,6.0,578.0,4.0,26.0,5.0,1184.0,4.0,28.0,7.0,1715.0,5.0,29.0,7.0,1449.0,3.0,18.0,9.0,966.0,28,AS Monaco,Ligue 1,right,183.0,Stevan Jovetic,Montenegro  Serbia,CF
,,,,,,,,,,,,,,,,0.0,29.0,5.0,963.0,3.0,24.0,3.0,1081.0,21,AS Monaco,Ligue 1,left,184.0,Adama Diakhaby,France  Senegal,CF
,,,,,,,,,,,,0.0,19.0,0.0,817.0,0.0,22.0,9.0,1208.0,0.0,8.0,2.0,304.0,16,AS Monaco,Ligue 1,right,188.0,Pietro Pellegri,Italy,CF
9.0,40.0,10.0,1783.0,10.0,43.0,14.0,3669.0,8.0,40.0,28.0,3387.0,9.0,46.0,7.0,2555.0,8.0,26.0,5.0,1382.0,10.0,40.0,12.0,2843.0,24,Olympique Lyon,Ligue 1,right,176.0,Memphis Depay,Netherlands  Ghana,W
,,,,,,,,,,,,,,,,,,,,0.0,4.0,0.0,87.0,16,Olympique Lyon,Ligue 1,right,185.0,Willem Geubbels,France  Netherlands,W
0.0,1.0,0.0,26.0,0.0,15.0,0.0,380.0,0.0,4.0,0.0,153.0,2.0,40.0,12.0,1925.0,3.0,51.0,10.0,3002.0,6.0,34.0,4.0,1755.0,21,Olympique Lyon,Ligue 1,left,179.0,Maxwel Cornet,Cote d'Ivoire  France,W
,,,,1.0,18.0,3.0,850.0,7.0,37.0,18.0,2834.0,1.0,18.0,5.0,693.0,6.0,39.0,13.0,3074.0,3.0,32.0,11.0,2153.0,22,Olympique Lyon,Ligue 1,left,181.0,Bertrand Traoré,Burkina Faso,W
0.0,6.0,1.0,134.0,2.0,27.0,15.0,1924.0,0.0,10.0,5.0,397.0,1.0,32.0,27.0,2053.0,2.0,14.0,5.0,302.0,6.0,37.0,18.0,2850.0,24,Olympique Lyon,Ligue 1,right,182.0,Mariano Díaz,Dominican Republic  Spain,CF
,,,,,,,,,,,,,,,,1.0,6.0,2.0,521.0,0.0,19.0,3.0,516.0,19,Olympique Lyon,Ligue 1,right,181.0,Myziane Maolida,France  Comoros,CF
,,,,,,,,,,,,,,,,1.0,5.0,0.0,343.0,0.0,8.0,0.0,169.0,18,Olympique Lyon,Ligue 1,right,180.0,Amine Gouiri,France  Algeria,CF
3.0,32.0,5.0,1577.0,5.0,39.0,7.0,1736.0,2.0,40.0,5.0,1638.0,1.0,25.0,4.0,1328.0,2.0,29.0,3.0,1518.0,2.0,39.0,13.0,2547.0,23,Olympique Marseille,Ligue 1,both,187.0,Lucas Ocampos,Argentina,W
4.0,35.0,10.0,2522.0,6.0,41.0,10.0,2584.0,7.0,38.0,5.0,2655.0,2.0,38.0,5.0,1856.0,11.0,43.0,15.0,3500.0,16.0,42.0,18.0,3162.0,25,Olympique Marseille,Ligue 1,left,179.0,Florian Thauvin,France,W
,,,,,,,,,,,,,,,,,,,,1.0,4.0,0.0,117.0,19,Olympique Marseille,Ligue 1,right,168.0,Yusuf Sari,France  Turkey,W
0.0,4.0,0.0,39.0,0.0,6.0,0.0,69.0,9.0,33.0,8.0,1715.0,1.0,14.0,0.0,386.0,1.0,23.0,4.0,1141.0,6.0,30.0,7.0,1406.0,24,Olympique Marseille,Ligue 1,right,175.0,Clinton N'Jie,Cameroon,CF
6.0,41.0,20.0,2151.0,3.0,24.0,19.0,1685.0,1.0,34.0,19.0,2618.0,6.0,45.0,25.0,3009.0,4.0,43.0,27.0,3224.0,1.0,19.0,8.0,951.0,30,Olympique Marseille,Ligue 1,both,188.0,Konstantinos Mitroglou,Greece,CF
9.0,37.0,14.0,2956.0,3.0,26.0,5.0,1470.0,1.0,37.0,5.0,1189.0,6.0,40.0,14.0,3248.0,5.0,60.0,17.0,3522.0,5.0,43.0,15.0,2785.0,27,Olympique Marseille,Ligue 1,right,180.0,Valère Germain,France,CF
,,,,0.0,5.0,0.0,107.0,2.0,12.0,0.0,530.0,0.0,18.0,1.0,547.0,3.0,36.0,3.0,2842.0,8.0,31.0,3.0,2235.0,21,OGC Nice,Ligue 1,right,173.0,Allan Saint-Maximin,France  Guadeloupe,W
,,,,,,,,,,,,3.0,23.0,3.0,1651.0,2.0,16.0,4.0,647.0,1.0,28.0,3.0,1208.0,20,OGC Nice,Ligue 1,left,176.0,Bassem Srarfi,Tunisia,W
,,,,,,,,,,,,,,,,0.0,10.0,0.0,441.0,0.0,5.0,1.0,91.0,20,OGC Nice,Ligue 1,left,180.0,Vincent Marcel,France  Guadeloupe,W
3.0,33.0,15.0,1964.0,7.0,41.0,18.0,3161.0,0.0,28.0,4.0,1510.0,1.0,23.0,3.0,994.0,1.0,28.0,17.0,2106.0,1.0,30.0,22.0,2351.0,27,OGC Nice,Ligue 1,right,189.0,Mario Balotelli,Italy  Ghana,CF
0.0,3.0,0.0,91.0,1.0,25.0,4.0,1529.0,9.0,35.0,3.0,2603.0,4.0,19.0,6.0,1412.0,3.0,32.0,14.0,2328.0,5.0,41.0,15.0,3374.0,25,OGC Nice,Ligue 1,right,181.0,Alassane Pléa,France  Mali,CF
2.0,39.0,9.0,2642.0,0.0,33.0,9.0,2364.0,1.0,37.0,18.0,2992.0,1.0,5.0,1.0,304.0,1.0,10.0,3.0,298.0,,,,,27,OGC Nice,Ligue 1,right,184.0,Mickaël Le Bihan,France,CF
,,,,,,,,3.0,26.0,4.0,1623.0,0.0,24.0,4.0,1493.0,4.0,37.0,8.0,2164.0,5.0,30.0,3.0,1784.0,21,FC Girondins Bordeaux,Ligue 1,right,182.0,François Kamano,Guinea,W
,,,,1.0,20.0,2.0,1206.0,4.0,34.0,5.0,2498.0,1.0,13.0,2.0,571.0,7.0,45.0,9.0,3275.0,7.0,29.0,8.0,2411.0,21,FC Girondins Bordeaux,Ligue 1,left,171.0,Malcom,Brazil,W
,,,,6.0,32.0,6.0,2634.0,0.0,3.0,1.0,73.0,3.0,27.0,9.0,2074.0,11.0,45.0,14.0,3796.0,2.0,24.0,2.0,1023.0,26,FC Girondins Bordeaux,Ligue 1,right,175.0,Jonathan Cafú,Brazil  Bulgaria,W
4.0,38.0,11.0,3316.0,9.0,40.0,11.0,3319.0,2.0,36.0,6.0,2297.0,2.0,41.0,14.0,3196.0,3.0,36.0,12.0,3188.0,2.0,27.0,6.0,1823.0,26,FC Girondins Bordeaux,Ligue 1,,177.0,Martin Braithwaite,Denmark  Guyana,CF
2.0,27.0,6.0,1820.0,3.0,35.0,5.0,2226.0,3.0,28.0,5.0,1546.0,9.0,38.0,8.0,3041.0,1.0,33.0,14.0,2156.0,3.0,29.0,5.0,2201.0,27,FC Girondins Bordeaux,Ligue 1,right,182.0,Nicolas de Préville,France,CF
,,,,,,,,2.0,30.0,4.0,1737.0,1.0,21.0,9.0,1585.0,5.0,42.0,13.0,2406.0,0.0,17.0,3.0,895.0,23,FC Girondins Bordeaux,Ligue 1,left,181.0,Gaëtan Laborde,France,CF
,,,,,,,,0.0,17.0,3.0,536.0,0.0,21.0,6.0,648.0,0.0,29.0,6.0,1427.0,0.0,18.0,4.0,851.0,23,FC Girondins Bordeaux,Ligue 1,right,184.0,Alexandre Mendy,France  Senegal,CF
2.0,26.0,3.0,1622.0,5.0,20.0,5.0,1087.0,5.0,40.0,17.0,2999.0,5.0,15.0,1.0,989.0,0.0,13.0,1.0,333.0,2.0,24.0,8.0,1918.0,30,FC Toulouse,Ligue 1,right,175.0,Max Gradel,Cote d'Ivoire  France,W
2.0,32.0,5.0,2075.0,4.0,33.0,6.0,2767.0,7.0,28.0,5.0,1339.0,10.0,27.0,7.0,1946.0,1.0,30.0,3.0,1657.0,1.0,19.0,3.0,978.0,28,FC Toulouse,Ligue 1,left,180.0,Jimmy Durmaz,Sweden  Turkey,W
0.0,17.0,4.0,1020.0,3.0,26.0,4.0,1080.0,2.0,30.0,10.0,1913.0,1.0,37.0,7.0,2848.0,5.0,21.0,2.0,1512.0,3.0,33.0,0.0,1841.0,22,FC Toulouse,Ligue 1,right,170.0,Corentin Jean,France,W
0.0,1.0,0.0,71.0,0.0,14.0,5.0,1055.0,,,,,1.0,14.0,4.0,1230.0,4.0,27.0,11.0,2246.0,3.0,28.0,6.0,1656.0,23,FC Toulouse,Ligue 1,right,175.0,Firmin Mubele,DR Congo,CF
1.0,18.0,1.0,371.0,8.0,39.0,25.0,3265.0,5.0,27.0,2.0,1829.0,2.0,38.0,13.0,3349.0,1.0,31.0,9.0,1904.0,4.0,29.0,5.0,2110.0,26,FC Toulouse,Ligue 1,right,182.0,Andy Delort,France,CF
4.0,24.0,10.0,1836.0,6.0,41.0,10.0,2864.0,0.0,35.0,7.0,2703.0,3.0,17.0,3.0,1008.0,4.0,38.0,7.0,1998.0,1.0,21.0,2.0,964.0,31,FC Toulouse,Ligue 1,right,189.0,Ola Toivonen,Sweden,CF
1.0,13.0,10.0,908.0,1.0,15.0,0.0,580.0,3.0,17.0,2.0,748.0,1.0,17.0,3.0,678.0,0.0,3.0,4.0,205.0,2.0,23.0,4.0,960.0,25,FC Toulouse,Ligue 1,right,194.0,Yaya Sanogo,France  Cote d'Ivoire,CF
,,,,,,,,,,,,,,,,5.0,33.0,5.0,2113.0,4.0,20.0,4.0,1468.0,20,Stade Rennais FC,Ligue 1,right,185.0,Ismaïla Sarr,Senegal,CF
0.0,4.0,1.0,284.0,3.0,38.0,20.0,3291.0,2.0,26.0,12.0,1924.0,1.0,24.0,7.0,1628.0,0.0,4.0,1.0,181.0,1.0,24.0,7.0,958.0,28,Stade Rennais FC,Ligue 1,right,184.0,Diafra Sakho,Senegal  France,CF
0.0,3.0,1.0,72.0,0.0,2.0,0.0,128.0,0.0,37.0,9.0,3105.0,3.0,29.0,6.0,1590.0,4.0,41.0,13.0,3202.0,1.0,11.0,1.0,440.0,23,Stade Rennais FC,Ligue 1,right,173.0,Brandon,Spain,CF
,,,,,,,,,,,,3.0,23.0,2.0,804.0,0.0,5.0,2.0,265.0,1.0,27.0,4.0,1645.0,21,LOSC Lille,Ligue 1,left,175.0,Luiz Araújo,Brazil,W
,,,,,,,,,,,,,,,,,,,,1.0,7.0,0.0,154.0,19,LOSC Lille,Ligue 1,right,178.0,Imad Faraj,Morocco  France,W
,,,,,,,,0.0,8.0,0.0,196.0,0.0,13.0,2.0,706.0,2.0,39.0,3.0,1629.0,3.0,29.0,10.0,2205.0,22,LOSC Lille,Ligue 1,left,183.0,Nicolas Pepe,Cote d'Ivoire  France,W
0.0,7.0,1.0,464.0,0.0,16.0,9.0,1329.0,9.0,43.0,10.0,2872.0,3.0,37.0,11.0,2483.0,5.0,37.0,8.0,2172.0,4.0,27.0,4.0,1858.0,22,LOSC Lille,Ligue 1,right,189.0,Anwar El Ghazi,Netherlands  Morocco,W
,,,,2.0,21.0,4.0,1307.0,1.0,10.0,1.0,516.0,4.0,11.0,10.0,954.0,1.0,27.0,2.0,1304.0,1.0,30.0,3.0,1382.0,20,LOSC Lille,Ligue 1,right,178.0,Ezequiel Ponce,Argentina  Italy,CF
,,,,,,,,,,,,,,,,0.0,10.0,2.0,686.0,2.0,29.0,10.0,2156.0,22,LOSC Lille,Ligue 1,right,182.0,Lebo Mothiba,South Africa,CF
3.0,23.0,10.0,1576.0,2.0,31.0,5.0,2109.0,15.0,30.0,3.0,2083.0,3.0,15.0,5.0,853.0,7.0,41.0,4.0,2641.0,0.0,21.0,0.0,735.0,27,FC Nantes,Ligue 1,right,173.0,Yassine El Ghanassy,Belgium  Morocco,W
,,,,,,,,,,,,0.0,3.0,1.0,96.0,0.0,3.0,0.0,75.0,,,,,21,FC Nantes,Ligue 1,left,175.0,Alexis Alégué,Cameroon  France,W
,,,,3.0,39.0,18.0,3242.0,3.0,25.0,6.0,1299.0,3.0,35.0,6.0,2170.0,5.0,39.0,15.0,2995.0,3.0,30.0,14.0,2538.0,27,FC Nantes,Ligue 1,right,187.0,Emiliano Sala,Argentina  Italy,CF
,,,,,,,,1.0,32.0,7.0,1452.0,4.0,33.0,6.0,1037.0,3.0,47.0,18.0,3307.0,3.0,9.0,1.0,405.0,26,FC Nantes,Ligue 1,right,197.0,Kalifa Coulibaly,Mali,CF
2.0,29.0,5.0,2173.0,6.0,37.0,10.0,3073.0,8.0,34.0,6.0,2613.0,2.0,31.0,7.0,2531.0,1.0,24.0,8.0,1988.0,0.0,12.0,2.0,878.0,30,FC Nantes,Ligue 1,right,178.0,Prejuce Nakoulma,Burkina Faso,CF
2.0,21.0,9.0,1288.0,2.0,42.0,12.0,2787.0,5.0,28.0,7.0,1590.0,0.0,29.0,4.0,1911.0,0.0,2.0,0.0,157.0,,,,,27,FC Nantes,Ligue 1,right,186.0,Kolbeinn Sigthórsson,Iceland,CF
,,,,,,,,4.0,41.0,4.0,2494.0,3.0,36.0,5.0,1870.0,1.0,34.0,4.0,1819.0,0.0,13.0,4.0,800.0,26,FC Nantes,Ligue 1,right,189.0,Yacine Bammou,Morocco  France,CF
,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,FC Nantes,Ligue 1,right,187.0,Randal Kolo Muani,DR Congo  France,CF
,,,,,,,,,,,,,,,,,,,,0.0,13.0,1.0,509.0,25,FC Nantes,Ligue 1,right,182.0,Santy Ngom,France  Senegal,CF
4.0,38.0,9.0,2531.0,4.0,35.0,16.0,2610.0,7.0,38.0,9.0,2869.0,3.0,15.0,2.0,986.0,7.0,27.0,2.0,1739.0,1.0,12.0,1.0,488.0,25,AS Saint-Étienne,Ligue 1,right,180.0,Paul-Georges Ntep,France  Cameroon,W
7.0,41.0,6.0,3175.0,4.0,38.0,4.0,2969.0,1.0,43.0,5.0,2538.0,2.0,43.0,5.0,3020.0,4.0,48.0,5.0,3355.0,1.0,22.0,2.0,1251.0,29,AS Saint-Étienne,Ligue 1,right,184.0,Kévin Monnet-Paquet,France  Rwanda,W
,,,,,,,,0.0,4.0,0.0,62.0,3.0,25.0,1.0,1762.0,2.0,30.0,6.0,1772.0,7.0,28.0,7.0,2157.0,21,AS Saint-Étienne,Ligue 1,right,175.0,Jonathan Bamba,France  Cote d'Ivoire,W
5.0,38.0,7.0,2287.0,4.0,39.0,11.0,2942.0,13.0,38.0,5.0,2896.0,3.0,33.0,8.0,2078.0,10.0,40.0,8.0,2750.0,1.0,23.0,1.0,1451.0,30,AS Saint-Étienne,Ligue 1,right,178.0,Romain Hamouma,France,W
1.0,26.0,5.0,1432.0,3.0,33.0,7.0,1771.0,5.0,25.0,13.0,2110.0,5.0,27.0,12.0,1969.0,1.0,28.0,2.0,1795.0,3.0,15.0,0.0,763.0,23,AS Saint-Étienne,Ligue 1,left,178.0,Oussama Tannane,Morocco  Netherlands,W
3.0,50.0,20.0,3814.0,11.0,42.0,12.0,3350.0,7.0,39.0,27.0,3173.0,7.0,23.0,11.0,1618.0,0.0,32.0,9.0,2062.0,0.0,16.0,6.0,862.0,26,AS Saint-Étienne,Ligue 1,both,188.0,Robert Beric,Slovenia,CF
1.0,12.0,1.0,598.0,3.0,27.0,3.0,2195.0,2.0,18.0,1.0,1344.0,9.0,49.0,9.0,4278.0,2.0,23.0,1.0,1351.0,2.0,15.0,0.0,586.0,25,HSC Montpellier,Ligue 1,left,170.0,Keagan Dolly,South Africa,W
,,,,,,,,0.0,1.0,0.0,24.0,0.0,8.0,1.0,419.0,1.0,25.0,3.0,1222.0,0.0,18.0,2.0,1027.0,19,HSC Montpellier,Ligue 1,left,175.0,Jonathan Ikoné,France  DR Congo,W
,,,,,,,,0.0,13.0,1.0,260.0,3.0,37.0,6.0,2733.0,1.0,43.0,4.0,1680.0,2.0,34.0,8.0,1992.0,22,HSC Montpellier,Ligue 1,right,187.0,Isaac Mbenza,Belgium  DR Congo,W
4.0,44.0,12.0,3202.0,2.0,36.0,4.0,2129.0,3.0,39.0,3.0,1437.0,6.0,36.0,8.0,2126.0,4.0,31.0,1.0,1347.0,1.0,27.0,5.0,1084.0,35,HSC Montpellier,Ligue 1,right,174.0,Souleymane Camara,Senegal,W
3.0,20.0,4.0,1251.0,4.0,39.0,12.0,2472.0,1.0,25.0,7.0,1324.0,7.0,37.0,7.0,2804.0,1.0,35.0,9.0,2763.0,1.0,28.0,7.0,1711.0,28,HSC Montpellier,Ligue 1,left,180.0,Giovanni Sio,Cote d'Ivoire  France,CF
,,,,,,,,,,,,4.0,27.0,7.0,1998.0,2.0,9.0,5.0,515.0,0.0,26.0,4.0,1152.0,24,HSC Montpellier,Ligue 1,right,186.0,Casimir Ninga,Chad,CF
,,,,0.0,5.0,2.0,236.0,0.0,1.0,0.0,15.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,20,HSC Montpellier,Ligue 1,right,179.0,Jérémie Porsan-Clemente,France  Martinique,CF
1.0,22.0,1.0,827.0,,,,,0.0,3.0,0.0,166.0,5.0,39.0,4.0,3075.0,3.0,20.0,1.0,1117.0,4.0,24.0,3.0,1628.0,25,FCO Dijon,Ligue 1,right,173.0,Naïm Sliti,Tunisia  France,W
0.0,0.0,0.0,0.0,0.0,9.0,0.0,272.0,3.0,32.0,4.0,2085.0,1.0,11.0,1.0,454.0,0.0,29.0,6.0,1335.0,4.0,27.0,7.0,1667.0,22,FCO Dijon,Ligue 1,right,171.0,Wesley Saïd,France  Mauritius,W
0.0,10.0,1.0,284.0,0.0,18.0,1.0,872.0,0.0,20.0,1.0,1439.0,3.0,22.0,6.0,1622.0,0.0,8.0,0.0,220.0,3.0,28.0,6.0,1693.0,23,FCO Dijon,Ligue 1,left,174.0,Chang-hun Kwon,"Korea, South",W
1.0,39.0,10.0,2789.0,2.0,33.0,6.0,2222.0,6.0,33.0,7.0,2312.0,2.0,37.0,14.0,2434.0,1.0,20.0,1.0,710.0,1.0,24.0,4.0,1445.0,26,FCO Dijon,Ligue 1,right,183.0,Benjamin Jeannot,France,CF
2.0,28.0,11.0,2008.0,2.0,30.0,8.0,1907.0,7.0,36.0,10.0,2873.0,4.0,39.0,12.0,3153.0,4.0,37.0,10.0,2889.0,2.0,22.0,12.0,1768.0,29,FCO Dijon,Ligue 1,right,187.0,Julio Tavarès,Cape Verde  France,CF
,,,,,,,,0.0,5.0,0.0,187.0,2.0,33.0,1.0,1934.0,3.0,40.0,4.0,2960.0,2.0,25.0,3.0,1585.0,21,EA Guingamp,Ligue 1,right,184.0,Marcus Coco,France  Guadeloupe,W
